tweet_id,TWEETTEXT,dateTime,author_id,retweet_count,like_count,quote_count,reply_count,UserLocation,Tweet_Place,URLs,mentions,hashtags,sentiment
1502310693789384709,Just posted a photo   Lancaster University ,2022-03-11 15:49:15+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/sF1yEcAgni'],[],[],neutral
1503465331297239043,Lancaster University  disculpe la molestia  le gustaría dar otra clase de Cardio  esta vez sobre Embriología 👶 y cardiopatías congénitas  🩺💔Yo en chinga  ex coordinador e instructor de Embriología por casi 5 años  ,2022-03-14 20:17:22+00:00,1217155978870906881,0,32,0,1,"Manchester, England","Cardiff, Wales",['https://t.co/iWXt0fmK8V'],[],[],neutral
1503702702055989255,Just posted a photo   Lancaster University ,2022-03-15 12:00:36+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/r9wNirHq9x'],[],[],neutral
1504077594072911876,Just posted a photo   Lancaster University ,2022-03-16 12:50:17+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/wRkI1vONw4'],[],[],neutral
1504436269392277508,Just posted a photo   Lancaster University ,2022-03-17 12:35:32+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/VCJ1IxHwIQ'],[],[],neutral
1504790756338241537,Just posted a photo   Lancaster University ,2022-03-18 12:04:08+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/UTWx00gnop'],[],[],neutral
1506276437522894861,Just posted a photo   Lancaster University ,2022-03-22 14:27:42+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/TzESfOwNN4'],[],[],neutral
1506615251336323080,Just posted a photo   Lancaster University ,2022-03-23 12:54:02+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/cMOvTTarS9'],[],[],neutral
1506977227681980426,Je suis Victoria  une étudiante de seconde année dans Lancaster University au Royaume Uni  Dans l’université j’acquerrai une licence en études françaises et anglaises  Actuellement  je cherche une placement en France au propos d’y aller le prochaine année académique ,2022-03-24 12:52:24+00:00,1165795158530633728,0,0,0,1,,"Lancaster, England",[],[],[],neutral
1506970704465600523,Just posted a photo   Lancaster University ,2022-03-24 12:26:28+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/mVHKPixyNO'],[],[],neutral
1508815223645474822,Just posted a photo   Lancaster University ,2022-03-29 14:35:56+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/1JoO7oKZDA'],[],[],neutral
1508745047033974785,Just posted a photo   Lancaster University ,2022-03-29 09:57:04+00:00,148525974,0,0,0,0,"Lancaster, England","North West, England",['https://t.co/mlxooPnYOd'],[],[],neutral
1511344493576044550,Just posted a photo   Lancaster University ,2022-04-05 14:06:21+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/7O54rMF9xC'],[],[],neutral
1511705182060658702,Looking forward to doing so e work today with Dr  over at Lancaster University rhis afternoon  The amount of support we ve had and inclusion from University s up North as been second to none  Thanks for always thinking of us   ,2022-04-06 13:59:36+00:00,4832395215,0,20,0,2,United Kingdom,"Manchester, England",['https://t.co/07S3H6koUs'],['CathHill2'],[],positive
1513874261068464133,Just posted a photo   Lancaster University ,2022-04-12 13:38:44+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/nY2sJDIgR7'],[],[],neutral
1514942320738770960,Just posted a photo   Lancaster University ,2022-04-15 12:22:50+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/ElFjB0vYBd'],[],[],neutral
1515674874395648000,Wishing a Happy Easter to everyone who celebrates  from all of us here at the Careers Team 🐥🥚happyeaster eastersunday lovelancaster lancasteruniversitycareers   Lancaster University ,2022-04-17 12:53:44+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/jxIRedPLdH'],[],"['happyeaster', 'eastersunday', 'lovelancaster', 'lancasteruniversitycareers']",positive
1516132497519624195, rows Your bio is an interesting read  My son is just finishing his second year in law at Lancaster University,2022-04-18 19:12:10+00:00,1693694041,0,1,0,1,Mars,"Luton, England",[],['Row_rows'],[],positive
1516435032205791232,Just posted a photo   Lancaster University ,2022-04-19 15:14:20+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/uJmGfWIRhM'],[],[],neutral
1516750069109719045,Just posted a photo   Lancaster University ,2022-04-20 12:06:10+00:00,148525974,0,0,0,0,"Lancaster, England","North West, England",['https://t.co/BBgIQuSMon'],[],[],neutral
1516744246816124937,Just posted a photo   Lancaster University ,2022-04-20 11:43:02+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/4LKUaWR5ZV'],[],[],neutral
1517139696136056835,Just posted a photo   Lancaster University ,2022-04-21 13:54:25+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/pJc2DwTRMq'],[],[],neutral
1517505143482339329,Just posted a photo   Lancaster University ,2022-04-22 14:06:34+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/hbHBjexmB3'],[],[],neutral
1517816767279771650,Just posted a photo   Lancaster University ,2022-04-23 10:44:51+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/MsXROuUJmb'],[],[],neutral
1518993274211606529,Huge congratulations to the SEVEN  finalists at this years’ national  Undergraduate of the Year Awards 2022  Inspiring levels of student talent  Looking forward to the final ceremony this Friday in London 🎉 UGOY22⭐️⭐️⭐️⭐️⭐️⭐️⭐️,2022-04-26 16:39:52+00:00,1048602963101536258,1,3,0,0,"Lancashire, UK","Lancaster, England",['https://t.co/eF1X8c4elZ'],"['LancasterUni', 'targetjobsUK']","['congratulations', 'UGOY22']",positive
1518948521113788416,Just posted a photo   Lancaster University ,2022-04-26 13:42:02+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/aOZIY0e00S'],[],[],neutral
1518938675559686145, b 1  Sociology2  University of Kent3  Lancaster University4  University of YorkThe pattern is 1960s plate glass universities 😆,2022-04-26 13:02:55+00:00,30080693,0,0,0,0,Canterbury,"Canterbury, England",[],['cant_b'],[],neutral
1519335582505353218,Just posted a photo   Lancaster University ,2022-04-27 15:20:05+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/TJDtbRzLMl'],[],[],neutral
1519613701250330627,   First year Lancaster University 1980 81 a broken hearted first year played “All out of Love” by Air Supply …for days… on a loop… which echoed through the quad constantly… I still shudder at the thought and the song takes me straight back  Sorry we were unsympathetic ,2022-04-28 09:45:14+00:00,2583946550,0,1,1,0,"North West, England","Burnley, England",[],"['BBCWomansHour', 'juderogers', 'Emmabarnett']",[],positive
1519612239120109568,We re at Lancaster University today with some of our fantastic ISVAs  giving information to students about the support LVS can offer to anyone impacted by crime  ,2022-04-28 09:39:25+00:00,3433957907,0,7,1,0,Lancashire,"North West, England",['https://t.co/VamoYiSFyU'],[],[],positive
1520070939467202560,rosesarered   Lancaster University ,2022-04-29 16:02:08+00:00,955123466,0,0,0,0,Exeter,"North West, England",['https://t.co/ybdEp1nnhH'],[],['rosesarered'],neutral
1520411531531505666,Return of the Mac                    meetatthequarterback dline roses   Lancaster University ,2022-04-30 14:35:31+00:00,531117276,0,0,0,0,"Clayton-le-Woods, England","North West, England",['https://t.co/OnhyXAV5tV'],[],"['meetatthequarterback', 'dline', 'roses']",neutral
1520889863066767362,roses2022 Day 3Category  Beauty and PassionSee you Roses 2023   Lancaster University ,2022-05-01 22:16:14+00:00,943188278,0,1,0,0,"Lancaster, England","North West, England",['https://t.co/t0W1eN7OqC'],[],['roses2022'],neutral
1521239769182871557,Eid ul Fitre Celebration 2022🌃Organized by Lancaster University Bangladeshi Society  LUBS 🤝 EidMubark  venue  ,2022-05-02 21:26:38+00:00,298997136,1,5,0,1,"Lancaster, United Kingdom",Lancaster Environment Centre,['https://t.co/KLazcyGmqp'],"['LancasterUni', 'LancsUniLEC']","['EidMubark', 'venue']",neutral
1521103351039111169,Just posted a photo   Lancaster University ,2022-05-02 12:24:34+00:00,148525974,0,0,0,0,"Lancaster, England","North West, England",['https://t.co/ennsPBbxsl'],[],[],neutral
1521551489805787139,Just posted a photo   Lancaster University ,2022-05-03 18:05:18+00:00,148525974,0,0,0,0,"Lancaster, England","North West, England",['https://t.co/p7fHSb38MS'],[],[],neutral
1521543647145205760,Shakespeare in Law   Lancaster University ,2022-05-03 17:34:09+00:00,51511948,0,0,0,0,"Lancaster University, England","North West, England",['https://t.co/UaqPmLTrJl'],[],[],neutral
1521519701251313666,Lancaster University 6th May 2 4pm  Eid barbecue  Just pre register  then bring yourself  amp  a little ray of sunshine   ,2022-05-03 15:58:59+00:00,2738849787,0,3,0,2,United Kingdom,"North West, England",['https://t.co/RfRI34WyDX'],[],[],negative
1521506338668523522,Just posted a photo   Lancaster University ,2022-05-03 15:05:54+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/D0RUYcLcnP'],[],[],neutral
1521441923898265601,Just found out  and I both graduated County college at Lancaster University  Did you  Do it for the Tree  Andy ,2022-05-03 10:49:56+00:00,243422736,0,0,0,0,,"Bracknell, England",[],['andyserkis'],[],neutral
1521834698997174274,Just posted a photo   Lancaster University ,2022-05-04 12:50:41+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/lNPNqM4WLZ'],[],[],neutral
1522257724129660929,Wonderful to be in Lancaster  with    to meet students and faculty ,2022-05-05 16:51:38+00:00,2799972731,2,6,0,0,"London, U.K.",Lancaster University Sports Centre,['https://t.co/A9UchfdoJd'],"['LancasterUni', 'ValedeAlmeidaEU', 'EUdelegationUK']",['Lancaster'],positive
1522186551287033856,Just posted a photo   Lancaster University ,2022-05-05 12:08:49+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/OvGTf6SV2o'],[],[],neutral
1522160755738652672,The health innovation campus at Lancaster University has incredible support on offer with leading healthcare innovations  why not come and meet them and find out how they can support you at GBConfex22 ,2022-05-05 10:26:19+00:00,3653118738,2,3,0,0,Lancashire,"Blackburn, England",['https://t.co/EKapHkGTZj'],[],['GBConfex22'],positive
1522127776043655169,How do you get to town or to Lancaster University  How many steps did you take today  You are welcome to record your steps and complete your Green Passport to receive an eco bag and T shirt with our campaign logo on it  💚🌏💚howmanystepslu protectenvironment ,2022-05-05 08:15:16+00:00,1513377412947623942,0,0,0,0,,Lancaster University Library,['https://t.co/3gwcX8hL3k'],[],"['howmanystepslu', 'protectenvironment']",positive
1522118650626560002,We are encouraging students at Lancaster University to join the green  low carbon walking campaign  Feel free to follow us and use the howmanystepslu hashtag to get involved in our campaign  howmanystepslu lowcarbon lancasteruniversity environment greenlife ,2022-05-05 07:39:00+00:00,1513377412947623942,0,0,0,0,,Lancaster University Library,['https://t.co/h4pTB31aDJ'],[],"['howmanystepslu', 'howmanystepslu', 'lowcarbon', 'lancasteruniversity', 'environment', 'greenlife']",positive
1524007036983328769,Just posted a photo   Lancaster University ,2022-05-10 12:42:46+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/9w5sZj0ld2'],[],[],neutral
1524456558742192135,Just posted a photo   Lancaster University ,2022-05-11 18:29:01+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/P1NpKG77HS'],[],[],neutral
1524735886176497672,Just posted a photo   Lancaster University ,2022-05-12 12:58:58+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/DYDzXDgI4R'],[],[],neutral
1525083848278568961,Just posted a photo   Lancaster University ,2022-05-13 12:01:38+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/9UzwVUZdRK'],[],[],neutral
1526515768673767424,Just posted a photo   Lancaster University ,2022-05-17 10:51:35+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/PBrIYgu2s3'],[],[],neutral
1526928716739248129,Just posted a photo   Lancaster University ,2022-05-18 14:12:29+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/HzAp6AIox3'],[],[],neutral
1527287074369380354,Just posted a photo   Lancaster University ,2022-05-19 13:56:28+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/OwRsKYXZZU'],[],[],neutral
1527257157254643712,Lancaster University and Castle Prison that held Paddington in Paddington 2  Not pictured  Witches  Eye Gouging  Ducks  and farm smell  a good thing    Lancaster University ,2022-05-19 11:57:36+00:00,15473449,0,0,0,0,"ÜT: 35.219727,-97.443337","North West, England",['https://t.co/G7qQq0d9sL'],[],[],positive
1527641315663560705,Just posted a photo   Lancaster University ,2022-05-20 13:24:06+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/Yu6Grcjk2E'],[],[],neutral
1529083501630394369,Just posted a photo   Lancaster University ,2022-05-24 12:54:50+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/YT2VVVPVK1'],[],[],neutral
1529424116775804929,Just posted a photo   Lancaster University ,2022-05-25 11:28:19+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/pkriwmR0O7'],[],[],neutral
1529819262650617858,Just posted a photo   Lancaster University ,2022-05-26 13:38:29+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/hFK1iXQsuQ'],[],[],neutral
1531593433583759360,Just posted a photo   Lancaster University ,2022-05-31 11:08:24+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/YvdKBsGZGL'],[],[],neutral
1534157094303170560,Just posted a photo   Lancaster University ,2022-06-07 12:55:29+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/PRORfbLNiH'],[],[],neutral
1534476911866429442,Just posted a photo   Lancaster University ,2022-06-08 10:06:19+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/wZAdCBFewg'],[],[],neutral
1534849260751052800,Just posted a photo   Lancaster University ,2022-06-09 10:45:54+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/GzVwGrErca'],[],[],neutral
1535252592175067136,Just posted a photo   Lancaster University ,2022-06-10 13:28:36+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/jVaKhRcTfp'],[],[],neutral
1536710799426785281,Just posted a photo   Lancaster University ,2022-06-14 14:02:59+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/FoQvBQCCKd'],[],[],neutral
1537077324755214338,Just posted a photo   Lancaster University ,2022-06-15 14:19:26+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/CuXM7Cmj4C'],[],[],neutral
1537448704340160513,Just posted a photo   Lancaster University ,2022-06-16 14:55:10+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/QFXbbtqOh6'],[],[],neutral
1538980580536246272,The secondary school I went to and the university I went to 🙌🏻 I absolutely loved my time at Lancaster 🥰 ,2022-06-20 20:22:17+00:00,3188488593,0,2,0,0,"Swindon, England","Swindon, England",['https://t.co/wALmQPZYrS'],[],[],positive
1539231926200193024,Just posted a photo   Lancaster University ,2022-06-21 13:01:03+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/wcPTm26YkB'],[],[],neutral
1539568819118788608,Midsommar vibes this morning for a location shoot with Lancaster University  ,2022-06-22 11:19:44+00:00,19532939,0,2,0,0,"Manchester, England","Lancaster, England",['https://t.co/wKE0oHhGLe'],[],[],neutral
1539926352681476097,Just posted a photo   Lancaster University ,2022-06-23 11:00:27+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/IfyikVwmHO'],[],[],neutral
1540241625712132098, To answer your question  I think several groups of people will be better off if they build the flats  the developers obvs  but also students  town centre businesses  families who want to buy a house  the university  and residents who want to see Lancaster prosper,2022-06-24 07:53:14+00:00,2721503043,0,0,0,1,"Morecambe, England","Middleton, England",[],['janebinnion'],[],positive
1542527184723759106,Just posted a photo   Lancaster University ,2022-06-30 15:15:14+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/WlLCHdEiVE'],[],[],neutral
1544326086426857472,Just posted a photo   Lancaster University ,2022-07-05 14:23:25+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/CfDVYdwLV2'],[],[],neutral
1544290623414575105, mattswildlife Yup  there was me  amp  one other person of colour on my campus  Ambleside  And maybe  3 people of colour to graduate from the University of Cumbria  Ambleside  Lancaster  amp  Carlisle combined this year ,2022-07-05 12:02:30+00:00,1185937422078623744,0,1,0,0,,"Ambleside, England",[],['_mattswildlife'],[],negative
1545160782299729921, here Go   I got in with a Spanish GCSE  I d a Btech level III which was out of date but talked myself in with my Trade Union experience   Dr  Hopeful  really  at Lancaster University had asked me  at 26 with a child on the way  to study A Levels  before accepting me  He was an Arse ,2022-07-07 21:40:12+00:00,1156591794177683456,0,0,0,0,Salford ,"Salford, England",[],['MrsM_here'],[],positive
1545155013252730882,Just now  from the edge of the Lancaster University campus ,2022-07-07 21:17:17+00:00,3005755239,0,8,0,0,"Lancaster, England","North West, England",['https://t.co/8s57MisNpg'],[],[],neutral
1546220354569441280,Loved Pete Shelley   My first punk gig at Lancaster University watching the Buzzcocks   An inspiration to the DIY ethic   But most of all a person able to express themselves whilst inspiring a generation  ,2022-07-10 19:50:34+00:00,1156591794177683456,0,0,0,0,Salford ,"Salford, England",['https://t.co/U6O7AHmkgE'],[],[],positive
1546813970681454592,Just posted a photo   Lancaster University ,2022-07-12 11:09:23+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/wOiQAZqrLY'],[],[],neutral
1547187166362669057,Just posted a photo   Lancaster University ,2022-07-13 11:52:20+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/eLrLch04yV'],[],[],neutral
1547580279715270661,Just posted a photo   Lancaster University ,2022-07-14 13:54:25+00:00,63722383,0,0,0,0,"Lancaster University, UK","North West, England",['https://t.co/epFEobguDT'],[],[],neutral
