tweet_id,tweet_text,dateTime,author_id,retweet_count,like_count,quote_count,reply_count,UserLocation,Tweet_Place,URLs,mentions,hashtags,sentiment
1520905553425448961,عيدكم مبارك  و عساكم من عواده كل عام وأنتم بخير بمناسبة حلول عيد الفطر السعيد تقبل الله طاعتكم، وأعاده الله علينا وعليكم باليمن والخير والبركات  ,2022-05-01 23:18:35+00:00,455722297,1,1,0,0,,"الدوحة, دولة قطر",['https://t.co/L6BrvT6gp8'],[],[],neutral
1520901892100038656,اهنئكم بقدوم عيد الفطر المبارگ تقبل الله منا و منكم صالح الاعمال و كل عام و انتم بخير 🌹🌹♥️ ,2022-05-01 23:04:02+00:00,778102925335887873,0,5,0,3,"الدوحة, دولة قطر","الريان, دولة قطر",['https://t.co/rvTN89ABU1'],[],[],neutral
1520895534021623808,نُهنئكم بمناسبة حلول عيد الفطر المبارك وتقبل الله منا ومنكم صالح الاعمال أعاده الله علينا وعليكم بالصحة والعافيةوكل عام وانتم بخير  عيدكم مبارك ,2022-05-01 22:38:46+00:00,1423051979073466372,5,17,0,4,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/nMMIML5hpj'],[],[],neutral
1520881940987105286,اتقدم بأزكى التهاني والتبريكات للمتابعين والامه الاسلاميه بحلول عيد الفطر المبارك وكل عام وانتم بألف خير  عيد الفطر المبارك ,2022-05-01 21:44:46+00:00,957724958670532609,0,2,0,1,الشرق الاوسط,"الريان, دولة قطر",['https://t.co/LTB7F44nax'],[],[],neutral
1520881385074008065,أتقدم إليكم بأطيب التهاني والتبريكات بمناسبة عيد الفطر المبارك أعاده الله علينا وعليكم بالخير واليمن والبركات وعساكم من عواده💐 ,2022-05-01 21:42:33+00:00,2371737677,1,2,0,0,"🇶🇦Qatar, Pakistan🇵🇰","الريان, دولة قطر",['https://t.co/DNLkuXVkAE'],[],[],neutral
1520878051638362120,عيد الفطر المبارك ,2022-05-01 21:29:18+00:00,1281657943646253056,0,0,0,0,"Doha, Qatar","الريان, دولة قطر",['https://t.co/GMLDwFjAlu'],[],[],neutral
1520865284533407744,مكتب د  غادة محمد درويش كربون للمحاماة يتمنى لكم عيد مبارك وعساكم من عوادةتقبل الله منا ومنكم صالح الاعمال🌙المحامية غادة درويش كربون عيد الفطر عيدكم مبارك تهنئة  قطر مبارك عليكم الشهر عساكم من عواده ,2022-05-01 20:38:34+00:00,745999216711962625,2,10,0,6,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/DQu3n3tR6F'],[],[],neutral
1520860296654565376,الله اكبر الله اكبر لا اله الا اللهعيد الفطر المبارك عيد الفطر ,2022-05-01 20:18:45+00:00,488445947,0,1,0,1,"Doha, Qatar","الضعاين, دولة قطر",['https://t.co/fSuKeoQCkV'],[],[],neutral
1520857031141474308,كل عام وانتم بخيرالله يتقبل صيامكم وقيامكمعيد الفطر المبارك ,2022-05-01 20:05:47+00:00,872314332239024128,0,0,0,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/6CXNe1cRss'],[],[],neutral
1520855684950155264,الحمدُ للهِ الذي أَكرَمَنا جميعًابإتمامِ صِيامِ شهرِ رمضان المبارك، سائلينَ المولى جَلَّتْ قُدرتُهُ أن نكونمن الذين وفَّقَهُم في صيامه وقيامه، وهَداهُهم إلى صالح الأعمالونَشكرُهُ عزوجل أن بلغنا جمعياًعيد الفطر السعيد، ونَدعوهُأن يختِمَ لنا برحمته ومغفرتهوالعتق من النارِ ,2022-05-01 20:00:26+00:00,848727741067403265,4,5,0,0,"الاحمدى, دولة الكويت","الريان, دولة قطر",['https://t.co/wkkx2cDldH'],[],[],neutral
1520854380299309058,الحمد لله الذي بلغنا رمضان وأعاننا على صيامه وقيامه  تقبل الله طاعتكم  أهنئ وطني الحبيب وأهله من المواطنين والمقيمين   كما أهنئ المسلمين كافة في كل مكان بمناسبة عيد الفطر المبارك كل عام وأنتم بخير   و عيدكم مبارك,2022-05-01 19:55:15+00:00,464665795,2,3,0,0,"Al Wakra, Qatar","الدوحة, دولة قطر",[],[],[],neutral
1520852292978757633,اللهم أمي وأبي ❤️💛 ٠اللهم أخواني وأختي 💕💙💚💛٠اللهم عائلتي زوجي واولادي 🤍٠اللهم أهلي وأحبابي في كل عيد عيدكم مبارك عيد الفطر المبارك,2022-05-01 19:46:57+00:00,708761418976329731,0,1,0,0,📍دوحتي الجميله,"الدوحة, دولة قطر",[],[],[],neutral
1520842452466290688,عيدكم مبارك 🥳 عيدكم مبارك عيد الفطر المبارك,2022-05-01 19:07:51+00:00,1196515008433274887,0,0,0,0,,"الدوحة, دولة قطر",[],[],[],neutral
1520837100521803778,كل عام وانتوا بخير وعيدكم مبارك 🌹اخوكم المطنوخ فهد بن سعيد الشهراني  عيد الفطر المبارك عيد الفطر,2022-05-01 18:46:35+00:00,908628681496645632,29,36,0,52,Qatar ,"الريان, دولة قطر",[],[],[],neutral
1520834493384380416,EidUlFitrعيد الفطر المبارككل عام وانتم بخير ,2022-05-01 18:36:13+00:00,69609750,0,1,0,0,"Doha, Qatar","أم صلال, دولة قطر",['https://t.co/BhJz2Bh7wK'],[],['EidUlFitr'],neutral
1520831611083923458,Oh Allah  Accept our Qiyam  Siyam and our Ibadaat  Good Deeds and Forgive us as you love Forgiving and Make us reach another Ramadan  ⁦EidAlFitr⁩ Ramadanعيد الفطر المبارك ,2022-05-01 18:24:46+00:00,3870372137,1,1,0,0,Islamabad 🇵🇰 / Qatar 🇶🇦 ,"الدوحة, دولة قطر",['https://t.co/CK4oEuwbu5'],[],"['EidAlFitr', 'Ramadan']",positive
1520831403616788485,لمقام سموك الكريم نرفع اسمى ايات التهاني والتبريكات،، و لمقام انسانيتك نرفع لك اسمى ايات المحبة و التقدير،،كل عام و انت الخير،،عيد الفطر المبارك ,2022-05-01 18:23:56+00:00,472875634,21,41,0,17,,"الدوحة, دولة قطر",['https://t.co/HYxgFTK4pJ'],[],[],neutral
1520831054222921728,عيد الفطر المبارك ,2022-05-01 18:22:33+00:00,1121503130229694465,1,2,0,0,,"الريان, دولة قطر",['https://t.co/tvr5BX1IzJ'],[],[],neutral
1520825861720715267,نهنئكم بحلول عيد الفطر المبارك  تقبل الله منا ومنكم صالح الاعمال وكل عام وانتم بالف خير ,2022-05-01 18:01:55+00:00,2799465102,0,0,0,0,دولة قطر,"الريان, دولة قطر",['https://t.co/QOlmk2ZGwR'],[],[],neutral
1520824749546520577,عيد الفطر المبارك عيدكم مبارك يسر الاتحاد القطري للبليارد والسنوكر تهنئتكم بمناسبة عيد الفطر المباركتقبل الله منا ومنكم صالح الاعمال واعاده الله علينا وعليكم باليمن والمسرات ❤️✨ ,2022-05-01 17:57:30+00:00,259635911,0,0,0,0,Qatar,"الدوحة, دولة قطر",['https://t.co/KYYmlKDUl0'],[],[],neutral
1520823303165911043,مبارك عليكم عيد الفطر ,2022-05-01 17:51:45+00:00,727114715579711488,0,0,0,0,"الدوحة, دولة قطر","الدوحة, دولة قطر",['https://t.co/LdtaIrSBJ8'],[],[],neutral
1520822842107088897,يسر مدرسة عبد الرحمن بن جاسم الإعدادية للبنين أن ترفع أسمى آيات التهاني وأطيب التبريكات إلى حضرة صاحب السمو الشيخ تميم بن حمد ٱل ثاني أمير البلاد المفدى حفظه الله ورعاه بمناسبة عيد الفطر المبارك وإلى دولة قطر قيادة وحكومة وشعبا، وللأمتين العربية والإسلامية،وعساكم من عواده ,2022-05-01 17:49:55+00:00,1371381578,0,1,0,0,الوكرة ,"الدوحة, دولة قطر",['https://t.co/NuWdLEL9rV'],[],[],neutral
1520822638389743618,تتقدم إليكم شركة ملاحة بأصدق التهاني والتبريكات بحلول عيد الفطر المبارك   أعاده الله على الجميع بالخير واليمن والبركات Wishing you a happy Eid Eid Mubarak عيدكم مبارك ملاحة milaha ,2022-05-01 17:49:07+00:00,825996885295001601,1,5,0,4,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/jgCocSYP42'],[],"['Eid_Mubarak', 'milaha']",positive
1520820777540538369,اللهم يارحمن يا رحيم  أسألك في أول يوم من عيد الفطر المبارك  أن تجعل قبر  زوجتي عيداً اللهم اجعل قبرها  واسعًا حتى لا ترى له نهاية  اللهم اجعله لها نورًا حتى لا ترى فيه ظلمة أبدًا  اللهم برّد قبرها واغفر ذنبها  واجعل الجنة يا الله مسكنها و اجمعني بها يا أرحم الراحمين  ,2022-05-01 17:41:43+00:00,172675562,0,3,0,2,Egypt,"الريان, دولة قطر",['https://t.co/D6qbnkgDo5'],[],[],neutral
1520819039035138049,المركز الإعلامي القطري يتقدم لكم بأجمل التهاني والتبريكات لمناسبة عيد الفطر المبارك أعاده الله عليكم بالخير والبركةعساكم من عواده وزارة الثقافة عيد الفطر ,2022-05-01 17:34:49+00:00,811951315765100545,3,4,0,0,"Doha, Qatar","الريان, دولة قطر",['https://t.co/I8MZHSVw8q'],[],[],neutral
1520817789493198849,تتشرف  اسباير للطباعة ممثلة بإدارتها وفريق العمل لديها بتقديم أحر التهاني والتبريكات لجمهور عملائها ومتابعيها بمناسبة حلول عيد الفطر المبارك أعاده الله علينا وعليكم بالخير واليمن والبركات ✨كل عامٍ وأنتم بخير ✨ ,2022-05-01 17:29:51+00:00,2443883773,0,0,0,0,Qatar,"الدوحة, دولة قطر",['https://t.co/UHDsi5ozTl'],[],[],neutral
1520817353919025153,اتشرف بتقديم أحر التهاني والتبريكات لجمهور احبائي و متابعيني بمناسبة حلول عيد الفطر المبارك أعاده الله علينا وعليكم بالخير واليمن والبركات ✨كل عامٍ وأنتم بخير ✨,2022-05-01 17:28:07+00:00,1320919454,0,0,0,0,,"الدوحة, دولة قطر","['https://t.co/MIm1Rp5uK6', 'https://t.co/pqg936hwLk']",[],[],neutral
1520814749067395072,تقبل الله منا ومنكم صالح الاعمال وكل عام وانتم بخير عيد الفطر المبارك شاي قطر ,2022-05-01 17:17:46+00:00,994885592474378241,77,3,0,0,"Doha, Qatar","الخور, دولة قطر",['https://t.co/uccHsXnMKd'],[],[],neutral
1520813258352910336,بالاصالة عن نفسي ونيابة عن طاقم سفارة الجمهورية اليمنية في  الدوحة أتقدم بأحر التهاني والتبريكات لدولة قطر أميراً وحكومة وشعباً وكل المقيمين اليمنيين في قطر بمناسبة  عيد الفطر المبارك وكل عام وأنتم بخير عساكم من عواده عيد الفطر ,2022-05-01 17:11:50+00:00,1493132662877442057,31,730,2,72,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/KXaTQoWT3K'],[],[],neutral
1520807691114983425,كل عام وأنتم بخيرعيد الفطر عيد الفطر المبارك ,2022-05-01 16:49:43+00:00,558691023,0,0,0,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/yfvG5mPbT0'],[],[],neutral
1520805347090485249,معيوف ،، عاد عيدك 🤍عيدكم مباركعيد الفطر المبارك ,2022-05-01 16:40:24+00:00,3367387093,2,5,0,2,"Doha, Qatar","الريان, دولة قطر",['https://t.co/M795fppt8T'],[],[],neutral
1520805235559747586,عيد فطر سعيد وعساكم من عواده   Eid Mubarak  Wishing you all a very happy and peaceful Eid   قطر عيد الفطر عيد سعيد eidmubarak eid qatar ,2022-05-01 16:39:58+00:00,1303920394781499392,0,2,0,0,"Le boulevard, Al Sadd ",دولة قطر,['https://t.co/msgUGmrIn4'],[],"['eidmubarak', 'eid', 'qatar']",positive
1520804693424979968,كل عام وانتم بخير 🌹وعيد سعيد على كل مصر والشعوب العربية والعالم بأسرهعيد الفطر المبارك,2022-05-01 16:37:48+00:00,357812583,1,22,0,10,@mundial11news,"الريان, دولة قطر",[],[],[],neutral
1520804161968824320,May ALLAH bless us enough to see another Ramadan  accept our duas and forgive us Ameen 🤲🏼EidUlFitr EidMubarak2022 EidMubarak EidMubarak2022 العشر الاواخر من رمضان عيد الفطر المبارك عيد الفطر ,2022-05-01 16:35:42+00:00,488445947,0,1,0,0,"Doha, Qatar","الضعاين, دولة قطر",['https://t.co/zReEon9Wlr'],[],"['EidUlFitr', 'EidMubarak2022', 'EidMubarak', 'EidMubarak2022']",neutral
1520803402699231233,أهنئكم بحلول عيد الفطر المبارك أعاده الله علينا و عليكم بكل خير و كل عام وانتم بخير عيدكم مبارك HappyEidMubarak ,2022-05-01 16:32:41+00:00,2451892208,0,4,0,3,Doha/Beirut/London🇶🇦🇱🇧🇬🇧,"الوكرة, دولة قطر",['https://t.co/7aXBFJRprD'],[],['HappyEidMubarak'],neutral
1520799915995287553,الوعد بكرة  👽 لا تنسون متابعة قناتنا فاليوتيوب “نفيش انميشن كوكباني عيد الفطر    ,2022-05-01 16:18:49+00:00,898862607330754561,0,1,1,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/MXUMHcO9sC'],"['DohaFilm', 'roadto2022', 'VodafoneQatar']",[],neutral
1520798191054213120,أطيب التهاني والتبريكات بمناسبة عيد الفطر المبارك أعاده الله علينا وعليكم بالخير واليمن والبركات  عساكم من عواده وكل عام وأنتم بخير 🎉✨  🤲 Happy and prosperous Eid  EidInQatar Eid EidAlFitr العيد في قطر عيد الفطر ,2022-05-01 16:11:58+00:00,2954500224,1,1,0,0,Qatar,QIC Qatar Insurance Company,['https://t.co/WPWR9QQvLJ'],[],"['EidInQatar', 'Eid', 'EidAlFitr']",positive
1520798007008141312,نهنئكم بمناسبة حلول عيد الفطر  المبارك ، داعياً المولى القدير أن يعيده على الجميع بالخير واليمن والبركات  وكل عام وأنتم بخير   ,2022-05-01 16:11:14+00:00,873193890764816384,19,28,0,25,"الدوحة, دولة قطر","الدوحة, دولة قطر",[],[],[],neutral
1520794702198546434,عيدكم مبارك و عساكم من عواده ✨♥️ عيد الفطر na3na3aart   Doha ,2022-05-01 15:58:06+00:00,1245721184,0,0,0,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/ErSZ4SsjM9'],[],['na3na3aart'],neutral
1520794312849645568,محمد جلال   كل عام وأنتم بألف خير بمناسبة عيد الفطر المبارك، تقبل الله منا ومنكم صالح الأعمال ,2022-05-01 15:56:33+00:00,2320782842,0,10,0,1,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/NiH3jkXmQf'],[],[],neutral
1520793086468763654,تهنئ شركة تصويب العالم الإسلامي وعملائها الكرام بحلول عيد الفطر المبارك سائلين العلي أن يمن على الأمة الإسلامية بالخير والرحمة والمغفرة والحفظ من كل مكروه عيد الفطر المبارك عيد الفطر قطر2022 ,2022-05-01 15:51:41+00:00,1209397587171827712,1,1,0,0,"Doha, Qatar.","الريان, دولة قطر",['https://t.co/Qhgr4VSsUH'],[],[],neutral
1520786942304165888,يسر جامعة حمد بن خليفة أن تتقدم إليكم بأسمى آيات التهاني والتبريكات بمناسبة حلول عيد الفطر المبارك، متمنين أن يعيده الله عليكم أعوامًا عديدة وأزمنة مديدة وأنتم وأحباؤكم في سلامة وعافية  كل عام وأنتم بخير وعساكم من عواده  ✨ ,2022-05-01 15:27:16+00:00,477486252,2,10,0,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/Rw15EDsDTF'],[],[],neutral
1520781087898746882,فريق عمل جلوبل بزنس سنتر يهنئكم بحلول عيد الفطر المبارك، كل عام وانتم بخير     Global business center team wishing you Happy Eid ,2022-05-01 15:04:00+00:00,1268416778931240960,0,0,0,0,3+Global Business Centre Qatar,"الدوحة, دولة قطر",['https://t.co/Gtyezn9Q5z'],[],[],positive
1520780773409837056,عيد الفطر المبارك ,2022-05-01 15:02:45+00:00,1281657943646253056,0,1,0,0,"Doha, Qatar","الريان, دولة قطر",['https://t.co/UP31pX2ijP'],[],[],neutral
1520756493921923072,كل عام وانتم بخير بمناسبه عيد الفطر المبارك اعاده الله علينا وعليكم بالخير   Qatar ,2022-05-01 13:26:17+00:00,789046872220569600,0,0,0,0,دولة قطر,"الريان, دولة قطر",['https://t.co/2GCUqkkzdU'],[],[],neutral
1520746427730776065,أوقات عمل الفروع خلال عطلة عيد الفطر المباركعلما بأن بوابتنا الالكترونية و تطبيقاتنا الهاتفية تعمل على مدار الساعة  Branches timing in Eid Al Fitr holidays We would like to inform you that our electronic portal and mobile Apps are working 24h 7days  ,2022-05-01 12:46:17+00:00,928543071620317184,0,1,0,0,Qatar,"الدوحة, دولة قطر",['https://t.co/58bTrNAxdx'],[],[],neutral
1520737821471948801,من مقر  قيادة القوات المشتركة القطرية التركية  في العاصمة القطرية الدوحة نموذج التحالف الذي يتهافت البعض لاستنساخه  نحييكم في آخر يوم من شهر رمضان المبارك سائلين الله أن يتقبل منكم الصيام والطاعات  ومع حلول عيد الفطر السعيد غدا نتمنى لكم كل خير وتوفيق وسعادة وكل عام وأنتم بخير  ,2022-05-01 12:12:05+00:00,444958570,143,2423,10,167,Türkiye,"الدوحة, دولة قطر",['https://t.co/C4DpcrWCUG'],[],[],neutral
1520732803658301440,باچر العيد   وكل عام وانتم بخير تراث لول  العيد قديماً  عيد الفطر المبارك ,2022-05-01 11:52:08+00:00,2451892208,1,3,0,0,Doha/Beirut/London🇶🇦🇱🇧🇬🇧,"الوكرة, دولة قطر",['https://t.co/f4Sv07asys'],[],[],neutral
1520729417697435649, نهنئكم بحلول عيد الفطر المبارك       وكل عام وانتم بالف خير  🍯مملكة الشهد للتجارة🍯  شارع أم الدوم، معيذر الشمالي  جوار بنك QNB تلفون  59911118  اضغط الرابط للتواصل واتس اب   زوروا موقعنا 👇🏻 على قوقل  ,2022-05-01 11:38:41+00:00,1492006318944759853,0,1,0,0,"الريان, دولة قطر","الريان, دولة قطر","['https://t.co/qF8XPSpL1w', 'https://t.co/X6f8mH7ID5', 'https://t.co/ScO1nlXMO0']",[],[],neutral
1520720659000991745,بمناسبة حلول عيد الفطر أعادة الله عليكم بالخير والفرحة وكُل السعادةeid mubarak qatardoha iloveqatar explore  qatar holding theroadrealestate Binalsheikhpropertys ,2022-05-01 11:03:53+00:00,1062602409933979648,0,0,0,0,"Doha, Qatar","الدوحة, دولة قطر",['https://t.co/J3R3EF3k5M'],[],"['eid_mubarak', 'qatardoha', 'iloveqatar', 'explore', 'qatar', 'holding', 'theroadrealestate', 'Binalsheikhpropertys']",neutral
1520720593615826944,بمناسبة حلول عيد الفطر أعادة الله عليكم بالخير والفرحة وكُل السعادةeid mubarak qatardoha iloveqatar explore  qatar holding theroadrealestate Binalsheikhpropertys ,2022-05-01 11:03:37+00:00,1400363438585651200,0,0,0,0,,"الدوحة, دولة قطر",['https://t.co/28JM65SlHe'],[],"['eid_mubarak', 'qatardoha', 'iloveqatar', 'explore', 'qatar', 'holding', 'theroadrealestate', 'Binalsheikhpropertys']",neutral
1520701429765361664,عيد الفطر المبارك ,2022-05-01 09:47:28+00:00,2444491039,0,0,0,0,"الضعاين, دولة قطر","الضعاين, دولة قطر",['https://t.co/aQbdPX8pAp'],[],[],neutral
1520698550920826880,عيد الفطر ,2022-05-01 09:36:02+00:00,353983351,0,2,0,0,Qatar,"الريان, دولة قطر",['https://t.co/rbJc20j5cJ'],[],[],neutral
1520674411128438786,تدعو قطر للسياحة المواطنين والمقيمين وزوّار دولة قطر لحضور فعاليات عيد الفطر المبارك لسنة 2022، التي ستشهد تجاربَ ترفيهيةً عائليةً مميزةلمزيد من التفاصيل 🔗  Qata قطر ,2022-05-01 08:00:07+00:00,267139205,1,1,0,1,Qatar - قطر,دولة قطر,"['https://t.co/MjlEguRunm', 'https://t.co/g8qmhpFhwo']",['NTC_Qata'],[],neutral
1520596180484464643,كل عام وانتم بالف خير بمناسبة حلول عيد الفطر المبارك تقبل الله طاعاتكم وكتبنا واياكم من عتقاءه من النار عيدالفطرالمبارك ,2022-05-01 02:49:15+00:00,1115554007378997248,1,12,0,2,,"الريان, دولة قطر",['https://t.co/B6nrF8D1qE'],[],[],neutral
1521190421254320128,السيد   ابوناصر لعمل اللازم   عيد الفطر ٢ ٥ ٢٠٢٢ ,2022-05-02 18:10:33+00:00,1433693609820311554,0,1,0,0,دولة قطر,"أم صلال, دولة قطر",['https://t.co/YujLCFFTRR'],[],[],neutral
1521178117880098826,كشخة العيد عساكم من عواده عيد الفطر المبارك عيدكم مبارك ,2022-05-02 17:21:40+00:00,488445947,0,3,0,0,"Doha, Qatar","الريان, دولة قطر",['https://t.co/304kOENfAC'],[],[],neutral
1521177829739794432,جلسة خاصة بمناسبة عيد الفطر المبارك مجلس الكتاب   اليوم الاول ,2022-05-02 17:20:31+00:00,620898865,0,1,0,0,QATR,"الدوحة, دولة قطر",['https://t.co/tILYiOzXZY'],['YouTube'],[],neutral
1521174511915261954, يا اختي الفاضلة لم اغيب دور الله ،الان عيد الفطر او الاضحى لهما معنى لدينا نحن المسلمين، وليس لغيرهم، كذلك الكريسماس له معنى عند المسيحيين دون غيرهم واليهود لهم ايام اعيادهم التي تعني لهم الكثيرهذا ما اقصده بان الانسان هو من يضفي المعنى انطلاقاً من دينه وعقيدته,2022-05-02 17:07:20+00:00,264983613,0,1,0,3,Qatar,"الريان, دولة قطر",[],['Rakadllb'],[],neutral
1521158293070168066,كل عام وأنتم بخير بمناسبة عيد الفطر المباركتقبل الله منا ومنكم صالح الأعمال والطاعات🌹🌹 ,2022-05-02 16:02:53+00:00,1482137170102075392,0,0,0,0,Qatar 🇶🇦,"الريان, دولة قطر",['https://t.co/vyyDYCru7G'],[],[],neutral
1521131601765310469,waaloou reputationmanagement pr orm socialmediamarketing digitalmarketing advertising seospecialist online mobileapplication marketing  branding videoanimation 2d 3d businessvideos 3dmodelling doha qatarEidMubarakعيد الفطر المباركالدوحة قطر ,2022-05-02 14:16:49+00:00,1237007349388398598,1,2,0,0,Qatar ,"الدوحة, دولة قطر",['https://t.co/2dT8ieETCe'],[],"['waaloou', 'reputationmanagement', 'pr', 'orm', 'socialmediamarketing', 'digitalmarketing', 'advertising', 'seospecialist', 'online', 'mobileapplication', 'marketing', 'branding', 'videoanimation', '2d', '3d', 'businessvideos', '3dmodelling', 'doha', 'qatar', 'EidMubarak']",neutral
1521120048454279168,سهره اول ايام عيد الفطر في CASH CLUB مع DJ KARIM  amp  DJ ZEE بفندق جراند ريجل الدوحه We are waiting you on the first day of Eid El Fitr 🤩For reservation   974 3034 6112party restaurant cashclub nightclub wildparties music dj grandregalhotel enjoy liveparties dance ,2022-05-02 13:30:55+00:00,1434063152212238337,0,0,0,0,Grand Regal Hotel Doha Qatar,"الدوحة, دولة قطر",['https://t.co/bw7C81qLx0'],[],"['party', 'restaurant', 'cashclub', 'nightclub', 'wildparties', 'music', 'dj', 'grandregalhotel', 'enjoy', 'liveparties', 'dance']",positive
1521093258205663232,كل عام وانتم بخير وقطر  والوطن والاردن بالف خير عيد الفطر المبارك قطر الاردن ,2022-05-02 11:44:27+00:00,254697853,0,0,0,0,Jordan ,"الريان, دولة قطر",['https://t.co/adamrKN5p6'],[],[],neutral
1521092007342579712,للتذكير عيد الفطر هو الخروج من رمضان ، وليس الخروج من الإسلام  ,2022-05-02 11:39:29+00:00,822762797545230337,4,8,0,0,Qatar,"الريان, دولة قطر",[],[],[],neutral
1521087388704985089,عيد مبارك للجميع تقبل الله منا ومنكم صالح الأعمال وكل عام وانتم بالف خير وصحة وعافية يارب عيد الفطر المبارك  ,2022-05-02 11:21:08+00:00,1479196338302722049,0,3,0,0,"Doha, Qatar","الخور, دولة قطر",['https://t.co/iuyuBx1a8v'],[],[],neutral
1521065561073016834,انشاءالله عيدكم مبروك وكل سنة وانتم بخير عيد الفطر RamadanMubarak,2022-05-02 09:54:24+00:00,747059441837707264,0,5,0,1,"Doha, Qatar","الدوحة, دولة قطر",[],[],['RamadanMubarak'],neutral
